Order_ID,Customer_ID,Customer_Name,Gender,Age,City,Restaurant_ID,Restaurant_Name,Cuisine,Restaurant_Rating,Delivery_Partner,Vehicle_Type,Payment_Mode,Order_Date,Order_Time,Delivery_Time_Minutes,Distance_km,Order_Value,Discount,Delivery_Fee,Final_Amount,Order_Status,Customer_Rating,Weather,Festival
139,1252,Customer_295,Male,38,Mumbai,4,Biryani House,Biryani,4.1,Partner_26,Scooter,UPI,27-06-2025,21:36:00,51,3.8,853,50,67,870,Cancelled,2,Cloudy,Yes
140,1036,Customer_210,Female,26,Chandigarh,4,Biryani House,Biryani,4.5,Partner_16,Scooter,Net Banking,16-03-2025,23:38:00,24,11,629,100,71,600,Delivered,1,Rainy,No
141,1279,Customer_19,Female,52,Pune,4,Biryani House,Biryani,4.4,Partner_6,Bike,Credit Card,27-06-2025,14:16:00,57,10.3,1294,150,79,1223,Delivered,5,Sunny,No
142,1262,Customer_266,Male,46,Bengaluru,4,Biryani House,Biryani,4.1,Partner_30,Cycle,Wallet,08-03-2025,07:34:00,59,8,416,0,26,442,Delivered,1,Rainy,Yes
143,1160,Customer_176,Female,31,Bengaluru,4,Biryani House,Biryani,4.3,Partner_23,Scooter,UPI,06-02-2025,11:53:00,43,11.1,375,0,73,448,Delivered,1,Rainy,Yes
144,1085,Customer_125,Male,53,Chandigarh,1,Spice Hub,North Indian,3.7,Partner_36,Scooter,Cash,28-01-2025,23:06:00,29,12.2,246,50,61,257,Delivered,2,Cloudy,No
145,1200,Customer_3,Male,31,Hyderabad,1,Spice Hub,North Indian,3.9,Partner_46,Bike,Wallet,01-06-2025,14:39:00,21,12.2,1457,20,48,1485,Delivered,3,Rainy,Yes
146,1199,Customer_201,Male,40,Hyderabad,1,Spice Hub,North Indian,4,Partner_30,Cycle,Credit Card,13-06-2025,10:41:00,58,10.9,737,100,53,690,Delivered,5,Cloudy,Yes
147,1094,Customer_192,Male,50,Chandigarh,2,Pizza Point,Italian,4.1,Partner_39,Bike,Wallet,20-03-2025,03:59:00,39,6.9,841,0,35,876,Delivered,5,Cloudy,Yes
148,1231,Customer_28,Female,18,Pune,2,Pizza Point,Italian,4.2,Partner_13,Scooter,Wallet,17-02-2025,10:44:00,47,10.1,1202,50,28,1180,Delivered,4,Rainy,No
149,1017,Customer_141,Male,52,Hyderabad,2,Pizza Point,Italian,3.9,Partner_50,Scooter,Wallet,26-02-2025,09:58:00,46,8.7,369,150,21,240,Delivered,1,Rainy,No
150,1127,Customer_153,Male,46,Pune,1,Spice Hub,North Indian,3.9,Partner_6,Scooter,UPI,19-04-2025,03:29:00,30,3.9,1103,150,33,986,Delivered,3,Cloudy,No
151,1292,Customer_180,Female,56,Mumbai,5,Green Bowl,Healthy,4.3,Partner_21,Cycle,Debit Card,22-02-2025,02:01:00,33,9,485,20,72,537,Cancelled,5,Cloudy,Yes
152,1068,Customer_128,Male,38,Mumbai,4,Biryani House,Biryani,4.7,Partner_49,Cycle,Cash,17-06-2025,04:19:00,46,3,321,50,75,346,Delivered,4,Rainy,No
153,1189,Customer_233,Female,38,Delhi,6,Tandoori Treat,Chinese,4.4,Partner_50,Cycle,UPI,13-03-2025,23:42:00,44,9.9,390,100,52,342,Delivered,1,Cloudy,No
154,1173,Customer_281,Male,54,Mumbai,4,Biryani House,Biryani,4.8,Partner_22,Cycle,UPI,24-03-2025,09:40:00,17,2.4,633,100,37,570,Delivered,4,Sunny,Yes
155,1068,Customer_155,Male,35,Mumbai,4,Biryani House,Biryani,3.6,Partner_24,Scooter,UPI,21-02-2025,23:30:00,38,10.3,1134,0,47,1181,Delivered,1,Rainy,No
156,1001,Customer_110,Female,22,Chandigarh,6,Tandoori Treat,Chinese,3.7,Partner_15,Cycle,Net Banking,24-01-2025,03:14:00,43,1.1,679,100,61,640,Delivered,1,Rainy,Yes
157,1161,Customer_189,Female,26,Hyderabad,1,Spice Hub,North Indian,4.1,Partner_49,Bike,Net Banking,27-01-2025,03:31:00,58,3,668,100,25,593,Delivered,1,Cloudy,Yes
158,1227,Customer_112,Male,24,Hyderabad,3,Burger Town,Fast Food,3.7,Partner_8,Cycle,Net Banking,16-04-2025,21:01:00,39,5.9,636,20,78,694,Delivered,2,Sunny,No
159,1146,Customer_14,Female,31,Chandigarh,1,Spice Hub,North Indian,4.3,Partner_33,Bike,Net Banking,03-06-2025,20:44:00,40,5.1,708,150,58,616,Delivered,2,Rainy,No
160,1185,Customer_163,Male,42,Delhi,2,Pizza Point,Italian,4.8,Partner_37,Scooter,Debit Card,16-05-2025,00:24:00,49,10.6,1223,150,24,1097,Delivered,1,Sunny,Yes
161,1260,Customer_147,Female,45,Delhi,3,Burger Town,Fast Food,4.6,Partner_6,Cycle,Wallet,16-01-2025,13:35:00,49,9.6,641,0,79,720,Delivered,3,Sunny,Yes
162,1034,Customer_159,Female,33,Mumbai,5,Green Bowl,Healthy,3.6,Partner_6,Scooter,UPI,12-06-2025,22:10:00,44,9.6,869,100,57,826,Delivered,2,Sunny,Yes
163,1265,Customer_133,Male,41,Chandigarh,2,Pizza Point,Italian,3.7,Partner_50,Scooter,Net Banking,30-03-2025,17:51:00,22,11.8,223,20,51,254,Delivered,4,Rainy,Yes
164,1185,Customer_29,Female,54,Bengaluru,6,Tandoori Treat,Chinese,3.8,Partner_11,Scooter,UPI,27-04-2025,17:26:00,51,10.4,1380,0,51,1431,Delivered,5,Sunny,Yes
165,1092,Customer_19,Female,32,Delhi,2,Pizza Point,Italian,4,Partner_27,Cycle,Debit Card,09-04-2025,05:07:00,32,12.6,294,100,43,237,Delivered,1,Cloudy,Yes
166,1145,Customer_160,Female,23,Mumbai,2,Pizza Point,Italian,4.3,Partner_1,Scooter,Credit Card,18-01-2025,15:52:00,33,8.9,1256,0,45,1301,Delivered,5,Sunny,No
167,1078,Customer_4,Female,19,Bengaluru,5,Green Bowl,Healthy,3.8,Partner_23,Cycle,Net Banking,20-05-2025,08:22:00,15,14.3,1210,20,66,1256,Delivered,4,Cloudy,No
168,1073,Customer_144,Male,20,Delhi,2,Pizza Point,Italian,4.9,Partner_34,Scooter,Net Banking,06-05-2025,02:02:00,38,7.4,1285,20,46,1311,Delivered,5,Sunny,Yes
169,1067,Customer_122,Female,34,Chandigarh,4,Biryani House,Biryani,4.8,Partner_26,Cycle,Net Banking,16-01-2025,14:50:00,35,5.5,353,150,56,259,Delivered,1,Sunny,Yes
170,1161,Customer_209,Male,52,Pune,1,Spice Hub,North Indian,4,Partner_50,Bike,Cash,26-04-2025,15:54:00,34,7.5,518,0,30,548,Delivered,1,Sunny,No
171,1047,Customer_128,Female,43,Chandigarh,6,Tandoori Treat,Chinese,4.3,Partner_44,Scooter,Debit Card,25-03-2025,05:03:00,26,1.4,1435,0,33,1468,Delivered,4,Cloudy,Yes
172,1114,Customer_67,Male,43,Delhi,4,Biryani House,Biryani,4.1,Partner_41,Cycle,UPI,04-01-2025,02:06:00,52,9.2,408,20,27,415,Delivered,1,Sunny,Yes
173,1022,Customer_237,Male,28,Mumbai,6,Tandoori Treat,Chinese,4.9,Partner_28,Cycle,Cash,26-03-2025,04:10:00,46,1.4,1108,20,25,1113,Delivered,2,Rainy,Yes
174,1126,Customer_152,Female,44,Mumbai,3,Burger Town,Fast Food,4.8,Partner_31,Bike,UPI,08-02-2025,01:10:00,32,6.4,773,100,76,749,Delivered,5,Sunny,Yes
175,1290,Customer_258,Female,42,Hyderabad,6,Tandoori Treat,Chinese,3.9,Partner_2,Scooter,Wallet,05-05-2025,11:44:00,29,1.4,935,100,54,889,Delivered,3,Sunny,No
176,1124,Customer_137,Male,32,Pune,3,Burger Town,Fast Food,4.4,Partner_25,Scooter,Credit Card,26-01-2025,08:27:00,26,4.3,1396,20,30,1406,Delivered,3,Cloudy,Yes
177,1097,Customer_253,Female,29,Chandigarh,6,Tandoori Treat,Chinese,4.2,Partner_6,Bike,Credit Card,06-02-2025,19:13:00,53,4.1,920,150,56,826,Delivered,1,Rainy,Yes
178,1073,Customer_57,Female,22,Mumbai,3,Burger Town,Fast Food,4.1,Partner_43,Scooter,Wallet,06-01-2025,05:02:00,21,5.7,563,50,23,536,Delivered,2,Cloudy,No
179,1183,Customer_115,Male,42,Chandigarh,4,Biryani House,Biryani,4,Partner_45,Scooter,Credit Card,24-05-2025,23:40:00,26,11.2,849,20,65,894,Cancelled,5,Rainy,Yes
180,1054,Customer_255,Male,39,Mumbai,5,Green Bowl,Healthy,4.6,Partner_16,Scooter,Debit Card,13-06-2025,19:18:00,25,9.9,851,150,34,735,Cancelled,3,Rainy,Yes
181,1001,Customer_25,Female,46,Bengaluru,2,Pizza Point,Italian,4.6,Partner_11,Scooter,Cash,07-03-2025,03:41:00,39,5.9,711,0,42,753,Delivered,4,Cloudy,Yes
182,1134,Customer_54,Male,39,Mumbai,4,Biryani House,Biryani,3.8,Partner_25,Bike,Net Banking,06-01-2025,10:52:00,19,8.7,350,0,38,388,Delivered,1,Rainy,No
183,1028,Customer_52,Female,31,Chandigarh,1,Spice Hub,North Indian,5,Partner_27,Cycle,Wallet,22-04-2025,05:21:00,49,4.7,1083,20,58,1121,Delivered,2,Sunny,Yes
184,1002,Customer_219,Male,36,Hyderabad,5,Green Bowl,Healthy,4.7,Partner_41,Cycle,Cash,14-01-2025,12:18:00,27,2.4,1325,100,29,1254,Delivered,3,Sunny,No
185,1047,Customer_279,Female,29,Delhi,3,Burger Town,Fast Food,4.1,Partner_25,Scooter,Credit Card,19-06-2025,09:02:00,43,1.6,1014,100,51,965,Delivered,3,Sunny,No
186,1278,Customer_212,Male,53,Pune,1,Spice Hub,North Indian,3.6,Partner_25,Cycle,Cash,21-06-2025,11:44:00,49,10.6,509,0,25,534,Cancelled,5,Sunny,No
187,1293,Customer_76,Male,46,Bengaluru,1,Spice Hub,North Indian,3.8,Partner_11,Bike,Credit Card,27-05-2025,17:38:00,23,1.6,1008,0,52,1060,Delivered,4,Sunny,Yes
188,1204,Customer_283,Female,35,Pune,3,Burger Town,Fast Food,4.3,Partner_1,Cycle,Wallet,10-04-2025,18:59:00,52,8.3,854,0,25,879,Delivered,4,Sunny,Yes
189,1052,Customer_147,Female,44,Pune,5,Green Bowl,Healthy,3.9,Partner_42,Scooter,Wallet,28-01-2025,19:12:00,53,7.6,1393,0,79,1472,Delivered,4,Sunny,No
190,1191,Customer_11,Female,37,Delhi,4,Biryani House,Biryani,4,Partner_32,Cycle,Net Banking,02-05-2025,09:10:00,21,14.6,878,20,23,881,Delivered,3,Cloudy,No
191,1227,Customer_109,Female,49,Bengaluru,3,Burger Town,Fast Food,4.6,Partner_24,Bike,Wallet,23-01-2025,06:24:00,25,1.9,1053,150,61,964,Delivered,4,Sunny,Yes
192,1026,Customer_185,Male,35,Mumbai,2,Pizza Point,Italian,4.1,Partner_30,Cycle,Cash,09-01-2025,15:34:00,55,13.9,611,0,35,646,Delivered,2,Rainy,No
193,1177,Customer_84,Female,23,Pune,4,Biryani House,Biryani,3.9,Partner_25,Bike,Credit Card,22-05-2025,11:56:00,51,11.9,563,100,57,520,Delivered,2,Cloudy,Yes
194,1005,Customer_243,Male,59,Chandigarh,2,Pizza Point,Italian,3.8,Partner_1,Bike,Debit Card,06-01-2025,23:17:00,53,12.3,751,100,52,703,Delivered,3,Rainy,No
195,1267,Customer_204,Male,18,Bengaluru,4,Biryani House,Biryani,4.3,Partner_43,Scooter,Wallet,19-03-2025,23:06:00,56,9.3,716,20,49,745,Delivered,1,Rainy,Yes
196,1153,Customer_97,Male,51,Bengaluru,3,Burger Town,Fast Food,4.6,Partner_4,Cycle,Cash,17-06-2025,22:14:00,57,5.5,865,50,36,851,Delivered,1,Cloudy,No
197,1293,Customer_98,Female,32,Bengaluru,3,Burger Town,Fast Food,4.5,Partner_41,Scooter,Net Banking,10-01-2025,19:54:00,37,8.1,1057,100,44,1001,Delivered,5,Sunny,No
198,1172,Customer_46,Male,40,Delhi,4,Biryani House,Biryani,3.8,Partner_20,Scooter,Debit Card,24-05-2025,06:14:00,38,4.6,462,50,66,478,Delivered,1,Rainy,Yes
199,1257,Customer_62,Female,51,Chandigarh,5,Green Bowl,Healthy,3.9,Partner_4,Bike,Credit Card,01-05-2025,06:38:00,27,5.8,1388,150,24,1262,Cancelled,4,Sunny,No
200,1161,Customer_30,Male,46,Chandigarh,2,Pizza Point,Italian,3.9,Partner_49,Bike,Wallet,11-06-2025,06:02:00,25,7.9,365,100,41,306,Delivered,1,Sunny,No
201,1020,Customer_274,Male,41,Chandigarh,4,Biryani House,Biryani,4.9,Partner_21,Cycle,Credit Card,09-04-2025,00:09:00,16,10.5,1026,100,50,976,Delivered,2,Sunny,No
202,1086,Customer_34,Male,37,Bengaluru,2,Pizza Point,Italian,4.9,Partner_30,Cycle,Wallet,31-05-2025,10:26:00,53,8.3,410,100,52,362,Delivered,2,Rainy,No
203,1068,Customer_109,Male,55,Bengaluru,2,Pizza Point,Italian,4.3,Partner_8,Scooter,Net Banking,28-02-2025,07:39:00,56,12.1,537,100,21,458,Delivered,3,Cloudy,Yes
204,1214,Customer_228,Female,25,Pune,1,Spice Hub,North Indian,4.3,Partner_31,Cycle,Credit Card,26-06-2025,03:57:00,28,10.7,421,0,23,444,Delivered,3,Rainy,Yes
205,1215,Customer_54,Male,36,Chandigarh,5,Green Bowl,Healthy,3.7,Partner_7,Scooter,Credit Card,29-06-2025,04:40:00,53,3.8,752,150,58,660,Delivered,5,Sunny,No
206,1107,Customer_247,Female,33,Chandigarh,4,Biryani House,Biryani,3.5,Partner_43,Bike,UPI,21-05-2025,16:56:00,51,10.4,804,20,22,806,Delivered,1,Cloudy,Yes
207,1152,Customer_136,Female,21,Chandigarh,6,Tandoori Treat,Chinese,3.6,Partner_12,Bike,Debit Card,01-03-2025,15:35:00,38,12.2,407,50,61,418,Delivered,1,Sunny,Yes
208,1138,Customer_48,Female,39,Delhi,2,Pizza Point,Italian,3.8,Partner_26,Scooter,Cash,23-04-2025,21:13:00,32,12.7,549,50,42,541,Delivered,4,Rainy,Yes
209,1248,Customer_292,Female,29,Delhi,2,Pizza Point,Italian,4.4,Partner_50,Scooter,Wallet,17-04-2025,20:09:00,16,13.1,320,20,26,326,Delivered,2,Rainy,No
210,1161,Customer_7,Male,60,Delhi,4,Biryani House,Biryani,4.8,Partner_34,Cycle,Net Banking,08-03-2025,22:21:00,59,9.7,1102,0,24,1126,Delivered,2,Rainy,No
211,1028,Customer_6,Male,50,Chandigarh,6,Tandoori Treat,Chinese,4.8,Partner_32,Bike,UPI,23-05-2025,20:55:00,46,5.5,988,20,73,1041,Delivered,3,Sunny,Yes
212,1236,Customer_228,Female,23,Pune,6,Tandoori Treat,Chinese,4.8,Partner_29,Scooter,UPI,02-03-2025,02:41:00,46,11.4,975,100,72,947,Delivered,4,Rainy,Yes
213,1156,Customer_261,Male,59,Pune,5,Green Bowl,Healthy,4.5,Partner_22,Scooter,UPI,04-06-2025,21:07:00,29,12.8,200,0,70,270,Delivered,5,Cloudy,No
214,1114,Customer_2,Female,40,Chandigarh,6,Tandoori Treat,Chinese,4.7,Partner_19,Cycle,Wallet,25-01-2025,22:29:00,38,10.8,944,100,27,871,Delivered,2,Rainy,Yes
215,1097,Customer_62,Female,31,Chandigarh,6,Tandoori Treat,Chinese,4.2,Partner_13,Cycle,Debit Card,06-06-2025,06:41:00,21,11.6,1038,0,36,1074,Delivered,5,Sunny,No
216,1272,Customer_25,Female,55,Hyderabad,6,Tandoori Treat,Chinese,4.2,Partner_33,Bike,Net Banking,08-05-2025,00:08:00,52,3.4,1406,150,28,1284,Delivered,1,Rainy,No
217,1141,Customer_204,Female,36,Pune,4,Biryani House,Biryani,4.2,Partner_9,Bike,Cash,27-06-2025,08:28:00,53,10.8,1057,150,78,985,Delivered,3,Cloudy,No
218,1149,Customer_177,Male,59,Chandigarh,6,Tandoori Treat,Chinese,5,Partner_12,Cycle,Wallet,23-02-2025,21:18:00,59,9.9,1333,20,32,1345,Delivered,3,Cloudy,No
219,1268,Customer_55,Male,42,Pune,5,Green Bowl,Healthy,3.7,Partner_43,Bike,Credit Card,19-04-2025,00:26:00,32,11.5,1054,150,38,942,Delivered,3,Cloudy,No
220,1184,Customer_232,Male,57,Mumbai,1,Spice Hub,North Indian,4.8,Partner_48,Cycle,Credit Card,19-05-2025,01:06:00,56,8.9,804,20,68,852,Delivered,3,Cloudy,Yes
221,1129,Customer_104,Female,32,Hyderabad,4,Biryani House,Biryani,4.9,Partner_46,Cycle,Net Banking,14-01-2025,00:26:00,38,11.6,1053,50,55,1058,Delivered,5,Sunny,Yes
222,1062,Customer_194,Male,45,Bengaluru,4,Biryani House,Biryani,3.9,Partner_17,Bike,Credit Card,14-02-2025,17:32:00,52,12.8,563,0,31,594,Delivered,4,Cloudy,Yes
223,1155,Customer_252,Female,22,Delhi,2,Pizza Point,Italian,4.7,Partner_21,Cycle,Credit Card,10-06-2025,21:00:00,26,8.3,860,150,23,733,Delivered,2,Rainy,No
224,1185,Customer_151,Male,57,Delhi,3,Burger Town,Fast Food,4.3,Partner_36,Cycle,UPI,26-03-2025,11:18:00,22,10.4,653,20,62,695,Delivered,5,Cloudy,Yes
225,1132,Customer_277,Female,19,Delhi,6,Tandoori Treat,Chinese,4.9,Partner_50,Scooter,Wallet,30-01-2025,13:10:00,47,7.2,857,100,78,835,Delivered,2,Rainy,Yes
226,1108,Customer_110,Female,24,Delhi,2,Pizza Point,Italian,3.8,Partner_45,Cycle,Cash,10-06-2025,02:14:00,56,12.4,1301,150,20,1171,Delivered,2,Sunny,No
227,1129,Customer_286,Male,54,Chandigarh,3,Burger Town,Fast Food,4.7,Partner_17,Scooter,Cash,14-01-2025,06:04:00,43,9.8,277,0,24,301,Delivered,1,Rainy,Yes
228,1038,Customer_184,Male,36,Pune,1,Spice Hub,North Indian,4.7,Partner_20,Cycle,UPI,30-05-2025,01:33:00,33,11.7,1466,0,68,1534,Delivered,4,Cloudy,Yes
229,1152,Customer_74,Female,59,Hyderabad,2,Pizza Point,Italian,4.1,Partner_1,Cycle,Wallet,11-04-2025,18:37:00,24,2.7,1292,20,28,1300,Delivered,5,Rainy,Yes
230,1073,Customer_83,Male,32,Bengaluru,2,Pizza Point,Italian,4.4,Partner_17,Bike,UPI,15-06-2025,17:29:00,26,10.4,904,20,46,930,Delivered,1,Cloudy,No
231,1051,Customer_102,Female,39,Chandigarh,5,Green Bowl,Healthy,4,Partner_43,Cycle,Credit Card,18-01-2025,08:33:00,21,5,349,50,62,361,Delivered,2,Rainy,No
232,1290,Customer_291,Female,38,Hyderabad,3,Burger Town,Fast Food,4.9,Partner_11,Bike,Debit Card,30-05-2025,05:12:00,30,12,1462,50,64,1476,Delivered,4,Rainy,No
233,1157,Customer_250,Male,29,Mumbai,6,Tandoori Treat,Chinese,4.5,Partner_6,Scooter,Credit Card,25-04-2025,12:14:00,49,3.8,879,100,49,828,Delivered,1,Cloudy,Yes
234,1208,Customer_109,Male,53,Delhi,5,Green Bowl,Healthy,3.9,Partner_35,Scooter,Net Banking,29-05-2025,19:45:00,24,6.1,1493,0,72,1565,Delivered,5,Cloudy,No
235,1258,Customer_6,Male,57,Mumbai,4,Biryani House,Biryani,4.5,Partner_49,Cycle,Credit Card,12-04-2025,12:25:00,43,3.2,1226,150,25,1101,Delivered,5,Cloudy,Yes
236,1119,Customer_33,Female,41,Chandigarh,6,Tandoori Treat,Chinese,3.9,Partner_43,Bike,Wallet,26-02-2025,16:38:00,38,6.4,1190,50,22,1162,Delivered,1,Sunny,No
237,1279,Customer_292,Male,42,Delhi,6,Tandoori Treat,Chinese,4.5,Partner_24,Cycle,Net Banking,09-03-2025,19:45:00,19,8.2,1267,50,73,1290,Delivered,2,Cloudy,No
238,1257,Customer_72,Female,28,Bengaluru,3,Burger Town,Fast Food,3.8,Partner_33,Cycle,Debit Card,04-06-2025,00:13:00,28,3.1,1197,100,76,1173,Delivered,5,Cloudy,Yes
239,1246,Customer_246,Male,55,Chandigarh,2,Pizza Point,Italian,3.7,Partner_27,Bike,Credit Card,30-01-2025,16:26:00,17,2.8,1049,50,66,1065,Delivered,2,Cloudy,Yes
240,1208,Customer_289,Male,60,Pune,2,Pizza Point,Italian,4.7,Partner_6,Bike,Cash,16-02-2025,17:38:00,53,14.9,314,20,36,330,Delivered,2,Sunny,No
241,1136,Customer_86,Female,47,Pune,2,Pizza Point,Italian,4.4,Partner_5,Bike,Cash,18-06-2025,17:26:00,39,2.9,1393,20,59,1432,Delivered,5,Cloudy,No
242,1020,Customer_273,Male,23,Mumbai,5,Green Bowl,Healthy,4.2,Partner_9,Cycle,Wallet,07-06-2025,20:28:00,15,13.6,397,20,50,427,Delivered,4,Cloudy,No
243,1180,Customer_295,Male,45,Bengaluru,1,Spice Hub,North Indian,3.7,Partner_31,Bike,UPI,04-05-2025,13:00:00,33,9.4,1285,100,34,1219,Delivered,3,Sunny,Yes
244,1004,Customer_193,Male,38,Chandigarh,6,Tandoori Treat,Chinese,4.1,Partner_7,Bike,Cash,31-01-2025,17:44:00,56,9.2,214,150,53,117,Delivered,5,Rainy,No
245,1248,Customer_92,Female,53,Pune,3,Burger Town,Fast Food,4.3,Partner_17,Scooter,Wallet,22-05-2025,19:01:00,37,11.8,1013,20,46,1039,Delivered,2,Cloudy,Yes
246,1206,Customer_174,Male,28,Chandigarh,2,Pizza Point,Italian,4.1,Partner_41,Bike,UPI,24-02-2025,17:21:00,24,7.6,1114,20,26,1120,Delivered,1,Sunny,No
247,1267,Customer_147,Male,29,Mumbai,3,Burger Town,Fast Food,4.5,Partner_29,Bike,Credit Card,09-04-2025,13:40:00,57,14,363,150,22,235,Delivered,2,Sunny,Yes
248,1081,Customer_45,Female,43,Pune,2,Pizza Point,Italian,4,Partner_26,Scooter,Wallet,17-06-2025,00:00:00,27,8.2,273,50,35,258,Delivered,1,Sunny,No
249,1100,Customer_233,Female,54,Chandigarh,5,Green Bowl,Healthy,3.5,Partner_12,Scooter,Wallet,12-03-2025,07:43:00,21,8.8,1393,50,42,1385,Delivered,3,Sunny,No
250,1125,Customer_174,Female,47,Pune,5,Green Bowl,Healthy,4.8,Partner_2,Scooter,UPI,25-05-2025,16:30:00,31,1.9,712,100,44,656,Delivered,2,Cloudy,Yes
251,1135,Customer_128,Female,23,Bengaluru,4,Biryani House,Biryani,4.1,Partner_48,Scooter,UPI,03-01-2025,23:55:00,50,14,923,150,54,827,Delivered,3,Sunny,No
252,1124,Customer_136,Male,32,Mumbai,6,Tandoori Treat,Chinese,3.8,Partner_16,Cycle,Debit Card,21-02-2025,08:00:00,24,11.9,589,100,67,556,Delivered,1,Cloudy,No
253,1162,Customer_253,Female,49,Pune,1,Spice Hub,North Indian,3.8,Partner_49,Cycle,Debit Card,04-05-2025,12:40:00,40,4.1,1308,0,74,1382,Delivered,1,Cloudy,No
254,1090,Customer_235,Male,51,Hyderabad,5,Green Bowl,Healthy,4.2,Partner_45,Bike,UPI,11-04-2025,23:25:00,58,4,266,150,42,158,Delivered,3,Rainy,No
255,1176,Customer_188,Male,49,Mumbai,5,Green Bowl,Healthy,4.1,Partner_27,Cycle,Debit Card,01-05-2025,20:55:00,38,13,738,20,37,755,Delivered,2,Cloudy,Yes
256,1285,Customer_222,Female,30,Pune,6,Tandoori Treat,Chinese,3.7,Partner_48,Bike,Cash,11-03-2025,08:02:00,15,3.5,668,0,66,734,Delivered,5,Cloudy,No
257,1204,Customer_51,Male,21,Hyderabad,3,Burger Town,Fast Food,3.8,Partner_17,Scooter,Net Banking,26-05-2025,01:37:00,21,7.3,713,150,74,637,Delivered,3,Rainy,No
258,1102,Customer_296,Male,36,Bengaluru,1,Spice Hub,North Indian,4,Partner_44,Cycle,Cash,23-06-2025,20:40:00,43,13.5,1043,0,42,1085,Delivered,3,Rainy,Yes
259,1208,Customer_37,Male,28,Mumbai,6,Tandoori Treat,Chinese,4,Partner_21,Scooter,Net Banking,06-06-2025,19:30:00,33,10.9,890,100,60,850,Delivered,4,Rainy,No
260,1095,Customer_12,Male,33,Bengaluru,6,Tandoori Treat,Chinese,4.5,Partner_48,Cycle,Net Banking,16-04-2025,05:42:00,20,3.9,1402,150,48,1300,Delivered,1,Sunny,No
261,1135,Customer_80,Male,59,Pune,1,Spice Hub,North Indian,4.9,Partner_25,Scooter,Credit Card,22-01-2025,03:32:00,30,11.3,253,100,53,206,Delivered,2,Sunny,Yes
262,1277,Customer_140,Female,26,Delhi,1,Spice Hub,North Indian,5,Partner_45,Cycle,Credit Card,02-05-2025,15:56:00,52,9.4,930,50,75,955,Delivered,5,Rainy,No
263,1158,Customer_188,Female,34,Bengaluru,4,Biryani House,Biryani,3.7,Partner_1,Bike,Wallet,23-01-2025,15:04:00,23,5.8,1305,20,71,1356,Delivered,1,Cloudy,No
264,1119,Customer_4,Female,30,Hyderabad,3,Burger Town,Fast Food,4.1,Partner_36,Scooter,Cash,16-03-2025,20:22:00,30,3.3,218,100,71,189,Delivered,4,Rainy,Yes
265,1140,Customer_146,Female,44,Bengaluru,1,Spice Hub,North Indian,3.8,Partner_5,Bike,Credit Card,06-06-2025,23:41:00,33,2.5,1064,20,53,1097,Delivered,4,Rainy,No
266,1096,Customer_53,Female,35,Mumbai,3,Burger Town,Fast Food,3.7,Partner_29,Cycle,UPI,17-05-2025,00:45:00,29,2.3,239,20,23,242,Delivered,2,Rainy,No
267,1042,Customer_75,Male,35,Bengaluru,4,Biryani House,Biryani,4.7,Partner_5,Cycle,Cash,09-01-2025,11:16:00,26,3.7,960,100,64,924,Delivered,4,Sunny,Yes
268,1236,Customer_49,Male,48,Chandigarh,2,Pizza Point,Italian,4.1,Partner_20,Scooter,Credit Card,09-01-2025,06:47:00,55,11.2,988,100,35,923,Delivered,5,Cloudy,Yes
269,1112,Customer_58,Male,58,Bengaluru,4,Biryani House,Biryani,4.2,Partner_1,Bike,Debit Card,14-01-2025,22:45:00,52,2.7,811,20,43,834,Delivered,1,Sunny,No
270,1081,Customer_256,Male,57,Chandigarh,5,Green Bowl,Healthy,4,Partner_49,Cycle,UPI,23-01-2025,08:29:00,18,6,517,50,69,536,Delivered,5,Sunny,Yes
271,1225,Customer_99,Male,42,Hyderabad,2,Pizza Point,Italian,4,Partner_9,Scooter,UPI,15-06-2025,11:51:00,46,10.9,848,150,70,768,Delivered,5,Cloudy,No
272,1141,Customer_284,Male,22,Mumbai,5,Green Bowl,Healthy,4.3,Partner_29,Scooter,Debit Card,24-03-2025,15:59:00,49,6.1,582,150,42,474,Delivered,5,Rainy,Yes
273,1276,Customer_199,Male,51,Delhi,5,Green Bowl,Healthy,4.5,Partner_50,Cycle,Credit Card,24-03-2025,02:09:00,54,5,945,150,35,830,Delivered,3,Sunny,Yes
274,1017,Customer_104,Male,49,Pune,6,Tandoori Treat,Chinese,3.8,Partner_3,Cycle,Net Banking,03-02-2025,06:05:00,39,10.2,336,0,73,409,Delivered,5,Rainy,Yes
275,1252,Customer_41,Female,58,Bengaluru,2,Pizza Point,Italian,3.6,Partner_36,Cycle,Cash,23-02-2025,22:22:00,38,12.1,1440,0,20,1460,Delivered,5,Rainy,Yes
276,1050,Customer_52,Male,52,Chandigarh,1,Spice Hub,North Indian,4.1,Partner_13,Cycle,Net Banking,25-02-2025,17:43:00,30,9,822,0,80,902,Cancelled,5,Cloudy,No
277,1219,Customer_54,Male,29,Chandigarh,1,Spice Hub,North Indian,4.3,Partner_33,Scooter,Net Banking,28-04-2025,23:58:00,25,8.5,1380,50,63,1393,Delivered,3,Rainy,No
278,1124,Customer_289,Male,42,Bengaluru,4,Biryani House,Biryani,4.6,Partner_48,Scooter,Debit Card,24-03-2025,20:46:00,43,7.3,1496,100,72,1468,Delivered,1,Rainy,Yes
